"name","wikidata","commons","website","image","link_commons","link_de","link_en","link_fr","link_count","long","lat","timestamp"
"Musée de l'Areuse","Q19951178",,"http://www.le-musee.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20de%20l%27Areuse%20-%20fa%C3%A7ade%20nord.jpg","https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_l%27Areuse",,,,0,"6.8401","46.9497",2020-01-11 11:52:05
"North America Native Museum","Q1997549","Nordamerika Native Museum","http://www.nonam.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20NONAM%20in%20Z%C3%BCrich.jpg","https://commons.wikimedia.org/wiki/Category:Nordamerika_Native_Museum","https://de.wikipedia.org/wiki/Nordamerika_Native_Museum","https://en.wikipedia.org/wiki/North_America_Native_Museum",,7,"8.5656","47.3471",2020-01-11 11:52:05
"Fricktaler Museum","Q20012471","Fricktaler Museum","http://www.fricktaler-museum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Rheinfelden%20AG%202012-09-09%20Mattes%20Batch%20%2827%29.JPG","https://commons.wikimedia.org/wiki/Category:Fricktaler_Museum","https://de.wikipedia.org/wiki/Fricktaler_Museum",,,3,"7.79351","47.55543",2020-01-11 11:52:05
"Heimatmuseum Nutli-Hüschi","Q2005588","Nutli Hüschi","http://www.nutlihueschi.graubündenkultur.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Nutli%20H%C3%BCschi2.jpg","https://commons.wikimedia.org/wiki/Category:Nutli_H%C3%BCschi","https://de.wikipedia.org/wiki/Nutli_H%C3%BCschi",,,6,"9.88501","46.86961",2020-01-11 11:52:05
"Museum im Zeughaus","Q20182223",,"http://www.museumimzeughaus.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Schaffhausen%20Museum%20im%20Zeughaus.JPG","https://de.wikipedia.org/wiki/Museum_im_Zeughaus_(Schaffhausen)",,,,4,"8.62423056","47.701975",2020-01-11 11:52:05
"Pantheon Basel","Q2049945","Pantheon Basel",,"http://commons.wikimedia.org/wiki/Special:FilePath/Schweiz%20Muttenz%20Museumsgeb%C3%A4ude.JPG","gsw","https://commons.wikimedia.org/wiki/Category:Pantheon_Basel","https://de.wikipedia.org/wiki/Pantheon_Basel",,10,"7.634","47.538",2020-01-11 11:52:05
"RappazMuseum","Q20616466",,"http://www.rappazmuseum.ch",,"gsw",,,,0,"7.5904","47.5617",2020-01-11 11:52:05
"Zivilschutz-Museum","Q206929","Zivilschutz-Museum","http://www.stadt-zuerich.ch/pd/de/index/schutz_u_rettung_zuerich/zivilschutz/zivilschutz-museum.html","http://commons.wikimedia.org/wiki/Special:FilePath/Zivilschutzmuseum%20Eingang.JPG","https://commons.wikimedia.org/wiki/Category:Zivilschutz-Museum","https://de.wikipedia.org/wiki/Zivilschutz-Museum",,,3,"8.52694","47.3919",2020-01-11 11:52:05
"Pfahlbaumuseum Lüscherz","Q2082181",,"http://www.pfahlbaumuseum.ch/",,"https://de.wikipedia.org/wiki/Pfahlbaumuseum_L%C3%BCscherz",,,,13,"7.154827777","47.045622222",2020-01-11 11:52:05
"Bergführer-, Heimat und Mineralienmuseum","Q20853359","Bergführermuseum","http://www.graechen.ch","http://commons.wikimedia.org/wiki/Special:FilePath/St.%20Niklaus%20Meierturm%201270.JPG","https://commons.wikimedia.org/wiki/Category:Bergf%C3%BChrermuseum","https://de.wikipedia.org/wiki/Bergf%C3%BChrermuseum",,,11,"7.80173","46.17566",2020-01-11 11:52:05
"Museum zur Farb","Q21027962","Museum zur Farb","http://www.lesegesellschaft.ch/museumzurfarb",,"https://commons.wikimedia.org/wiki/Category:Museum_zur_Farb","https://de.wikipedia.org/wiki/Museum_zur_Farb",,,3,"8.734318","47.238637",2020-01-11 11:52:05
"Artillery Fort of Champex","Q21035607",,,,"https://de.wikipedia.org/wiki/Artilleriewerk_Champex",,,,8,"7.12236944","46.02606667",2020-01-11 11:52:05
"Artilleriewerk Naters","Q21035610",,,,"https://de.wikipedia.org/wiki/Artilleriewerk_Naters",,,,11,"7.9822","46.3221",2020-01-11 11:52:05
"Villa Meier-Severini","Q21035612",,,"http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Meier-Severini%20Ostseite2.jpg","https://de.wikipedia.org/wiki/Villa_Meier-Severini",,,,11,"8.572217","47.339506",2020-01-11 11:52:05
"Sperrstelle Trin","Q21035614",,,,"https://de.wikipedia.org/wiki/Sperrstelle_Trin",,,,7,"9.3504","46.829",2020-01-11 11:52:05
"Sperrstelle Russein","Q21035616",,,,"https://de.wikipedia.org/wiki/Sperrstelle_Russein",,,,12,"8.8836","46.7157",2020-01-11 11:52:05
"Barrage position Saint-George","Q21035618","Position de barrage Saint-George",,"http://commons.wikimedia.org/wiki/Special:FilePath/A642%20Saint-George%20210616.jpg","https://commons.wikimedia.org/wiki/Category:Position_de_barrage_Saint-George","https://de.wikipedia.org/wiki/Sperrstelle_Saint-George",,,5,"6.26883316","46.53382492",2020-01-11 11:52:05
"Sperrstelle Villigen","Q21035625",,,,"https://de.wikipedia.org/wiki/Sperrstelle_Villigen",,,,8,"8.2191","47.5256",2020-01-11 11:52:05
"Heimatmuseum Prättigau","Q2115239",,"http://www.kulturhaus-rosengarten.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Pr%C3%A4ttigauer%20Heimatmuseum.jpg","https://de.wikipedia.org/wiki/Pr%C3%A4ttigauer_Heimatmuseum",,,,5,"9.64758","46.9823",2020-01-11 11:52:05
"Puls 5","Q2117985",,"https://www.puls5.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Puls%205%20DSC3767.JPG","https://de.wikipedia.org/wiki/Puls_5","ru",,,12,"8.5178","47.3906",2020-01-11 11:52:05
"Patek Philippe museum","Q21234506",,"http://www.patekmuseum.com/","http://commons.wikimedia.org/wiki/Special:FilePath/Patek%20Philippe%20Museum.JPG","https://it.wikipedia.org/wiki/Museo_Patek_Philippe",,,,5,"6.1382","46.1983",2020-01-11 11:52:05
"Rätisches Museum","Q2178552","Rätisches Museum","http://www.raetischesmuseum.gr.ch","http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%A4tisches%20Museum%202010.jpg","https://commons.wikimedia.org/wiki/Category:R%C3%A4tisches_Museum","https://de.wikipedia.org/wiki/R%C3%A4tisches_Museum",,,0,"9.533627","46.848151",2020-01-11 11:52:05
"Roman Museum Augusta Raurica","Q2179606","Römermuseum Augst","http://www.augusta-raurica.ch","http://commons.wikimedia.org/wiki/Special:FilePath/CH-Augst%20BL%20%E2%80%94%20R%C3%B6mermuseum%20%E2%80%94%20Silverware%20%E2%80%94%202012-09-09.jpg","gsw","https://commons.wikimedia.org/wiki/Category:R%C3%B6mermuseum_Augst","https://de.wikipedia.org/wiki/R%C3%B6mermuseum_Augst",,10,"7.721728","47.534032",2020-01-11 11:52:05
"Zoologisches Museum der Universität Zürich","Q220270","Zoologisches Museum Zürich","http://www.zm.uzh.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4t%20Z%C3%BCrich%20-%20Biologisches%20Institut%20%26%20Zoologisches%20Museum%202011-08-06%2018-23-20%20ShiftN.jpg","https://commons.wikimedia.org/wiki/Category:Zoologisches_Museum_Z%C3%BCrich","https://de.wikipedia.org/wiki/Zoologisches_Museum_Z%C3%BCrich","https://fr.wikipedia.org/wiki/Mus%C3%A9e_zoologique_de_l%27Universit%C3%A9_de_Zurich",,11,"8.548055555","47.375277777",2020-01-11 11:52:05
"Sammlung Rosengart Luzern","Q2217420","Sammlung Rosengart, Luzern","http://www.rosengart.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Sammlung%20Rosengart%2C%20Luzern%20IMG%204912.jpg","https://commons.wikimedia.org/wiki/Category:Sammlung_Rosengart,_Luzern","https://de.wikipedia.org/wiki/Sammlung_Rosengart","ja",,10,"8.307402777","47.049561111",2020-01-11 11:52:05
"Heimatmuseum Schanfigg-Arosa","Q2230948","St. Peter, Mistail","http://www.arosa-museum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Mistail%20aussen.jpg","https://commons.wikimedia.org/wiki/Category:Heimatmuseum,_Arosa","https://de.wikipedia.org/wiki/Schanfigger_Heimatmuseum",,,13,"9.560961","46.666682",2020-01-11 11:52:05
"Hegi Castle","Q2241497","Schloss Hegi","http://kultur.winterthur.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Hegi%20Westseite2.JPG","https://commons.wikimedia.org/wiki/Category:Schloss_Hegi","https://de.wikipedia.org/wiki/Schloss_Hegi","https://en.wikipedia.org/wiki/Hegi_Castle","zh",6,"8.77146","47.5083",2020-01-11 11:52:05
"Mörsburg castle","Q2242517","Schloss Mörsburg","http://www.museum-lindengut.ch","http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%B6rsburg%2C%20M%C3%B6rsburgstrasse%2030%20in%20Winterthur%202011-09-29%2017-05-44.JPG","https://commons.wikimedia.org/wiki/Category:Schloss_M%C3%B6rsburg","https://de.wikipedia.org/wiki/Schloss_M%C3%B6rsburg",,,7,"8.768855555","47.539755555",2020-01-11 11:52:05
"Spiez Castle","Q2243562","Schloss Spiez","http://www.schloss-spiez.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Spiez%20von%20oben.JPG","https://commons.wikimedia.org/wiki/Category:Schloss_Spiez","https://de.wikipedia.org/wiki/Schloss_Spiez","https://en.wikipedia.org/wiki/Spiez_Castle","https://it.wikipedia.org/wiki/Castello_di_Spiez",5,"7.687416666","46.689416666",2020-01-11 11:52:05
"Schulmuseum Bern","Q2251361",,"http://www.schulmuseumbern.ch",,"https://de.wikipedia.org/wiki/Schulmuseum_Bern_in_K%C3%B6niz",,,,13,"7.413936111","46.920977777",2020-01-11 11:52:05
"Schutzbauten Welschdörfli","Q2252185","Welschdörfli",,"http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%B6mischer%20Vicus%20Chur.jpg","https://commons.wikimedia.org/wiki/Category:Welschd%C3%B6rfli","https://de.wikipedia.org/wiki/Schutzbauten_Welschd%C3%B6rfli",,,12,"9.526627777","46.84625",2020-01-11 11:52:05
"Schweizer Schachmuseum","Q2256313",,"http://www.schachmuseum.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Blick%20in%20das%20Schachmuseum%201.jpg","https://de.wikipedia.org/wiki/Schweizer_Schachmuseum",,,,0,"8.299313888","47.024391666",2020-01-11 11:52:05
"Segantini Museum","Q2265861","Segantini Museum","http://www.segantini-museum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Segantini%20Museum.jpg","https://commons.wikimedia.org/wiki/Category:Segantini_Museum","https://de.wikipedia.org/wiki/Segantini_Museum","https://it.wikipedia.org/wiki/Museo_Segantini","ja",3,"9.8333","46.4926",2020-01-11 11:52:05
"Skulpturhalle Basel","Q2293155","Skulpturhalle, Basel","http://www.skulpturhalle.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Skulpturhalle%20Basel%203.JPG","gsw","https://commons.wikimedia.org/wiki/Category:Skulpturhalle,_Basel","https://de.wikipedia.org/wiki/Skulpturhalle_Basel","https://en.wikipedia.org/wiki/Skulpturhalle_Basel",6,"7.579583333","47.560338888",2020-01-11 11:52:05
"FIFA World Football Museum","Q22984572",,"http://www.fifamuseum.com/",,"es","fa","https://commons.wikimedia.org/wiki/Category:FIFA_World_Football_Museum","https://de.wikipedia.org/wiki/FIFA_World_Football_Museum",4,"8.531749","47.363509",2020-01-11 11:52:05
"Stadtmuseum Rapperswil","Q2327693","Stadtmuseum Rapperswil","http://www.stadtmuseum-rapperswil-jona.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Br%C3%A9ny-Haus%20-%20Innenansicht%202.%20OG%20-%20Stadtmuseum%20Rapperswil%202013-02-02%2016-54-09%20%28P7700%29.JPG","https://commons.wikimedia.org/wiki/Category:Stadtmuseum_Rapperswil","https://de.wikipedia.org/wiki/Stadtmuseum_Rapperswil-Jona","https://en.wikipedia.org/wiki/Stadtmuseum_Rapperswil-Jona",,0,"8.81768","47.22794",2020-01-11 11:52:05
"Philipp-Albert-Stapfer-Haus auf der Lenzburg","Q2332095","Stapferhaus, Schloss Lenzburg","http://www.stapferhaus.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Stapferhaus%20Lenzburg.jpg","https://commons.wikimedia.org/wiki/Category:Stapferhaus,_Schloss_Lenzburg","https://de.wikipedia.org/wiki/Stapferhaus_Lenzburg",,,6,"8.16986","47.3907",2020-01-11 11:52:05
"Strohdachhaus Muhen","Q2356552",,,"http://commons.wikimedia.org/wiki/Special:FilePath/Strohdachhaus%20Muhen.jpg","https://de.wikipedia.org/wiki/Strohdachhaus_Muhen",,,,2,"8.05202","47.33977",2020-01-11 11:52:05
"Sukkulenten-Sammlung Zürich","Q2364115","Sukkulenten-Sammlung Zürich","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-_und_erlebnisraeume/sukkulenten-sammlung.html","http://commons.wikimedia.org/wiki/Special:FilePath/Sukkulentensammlung%20-%20Mythenquai%20Z%C3%BCrich%202011-03-23%2014-15-56%20ShiftN.jpg","https://commons.wikimedia.org/wiki/Category:Sukkulenten-Sammlung_Z%C3%BCrich","https://de.wikipedia.org/wiki/Sukkulenten-Sammlung_Z%C3%BCrich","https://en.wikipedia.org/wiki/Sukkulenten-Sammlung_Z%C3%BCrich","tr",2,"8.535","47.356111111",2020-01-11 11:52:05
"Musée des Traditions et des Barques du Léman","Q2370449",,"http://www.museedestraditions.com/","http://commons.wikimedia.org/wiki/Special:FilePath/Museedestraditions01.JPG","https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_des_Traditions_et_des_Barques_du_L%C3%A9man","https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_Traditions_et_des_Barques_du_L%C3%A9man","ru",,3,"6.80431","46.39272",2020-01-11 11:52:05
"Bromer Art Collection","Q23773659",,"http://www.bromerartcollection.com",,"https://de.wikipedia.org/wiki/Bromer_Kunst",,,,13,"7.823623","47.241667",2020-01-11 11:52:05
"Bezirksmuseum «Höfli»","Q23783909",,"http://www.museumzz.ch",,"https://de.wikipedia.org/wiki/Museum_H%C3%B6fli",,,,13,"8.292186","47.586968",2020-01-13 11:52:05
"Museum Wasseramt","Q23784242","Museum Wasseramt","http://www.halten.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Wasseramt%20Bienenk%C3%B6rbe.png","https://commons.wikimedia.org/wiki/Category:Museum_Wasseramt","https://de.wikipedia.org/wiki/Museum_Wasseramt",,,5,"7.60384","47.16821",2020-01-13 11:52:05
"Chaplin's World","Q23903492",,"http://www.chaplinsworld.com","http://commons.wikimedia.org/wiki/Special:FilePath/ManoirdeBan.jpg","https://de.wikipedia.org/wiki/Chaplin%E2%80%99s_World","https://fr.wikipedia.org/wiki/Chaplin%27s_World","nl",,11,"6.85142","46.47542",2020-01-13 11:52:05
"Musée d'ethnographie de Neuchâtel","Q239080","Musée d'ethnographie de Neuchâtel","http://www.men.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Neuchatelethno.jpg","https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_d%27ethnographie_de_Neuch%C3%A2tel","https://de.wikipedia.org/wiki/Mus%C3%A9e_d%E2%80%99ethnographie_de_Neuch%C3%A2tel","https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27ethnographie_de_Neuch%C3%A2tel","https://fr.wikipedia.org/wiki/Mus%C3%A9e_d%27ethnographie_de_Neuch%C3%A2tel",1,"6.920555555","46.990833333",2020-01-13 11:52:05
"Musée Jenisch","Q2400378","Musée Jenisch, Vevey","http://www.museejenisch.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Musee%20Jenisch.jpg","https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_Jenisch,_Vevey","https://de.wikipedia.org/wiki/Mus%C3%A9e_Jenisch","https://en.wikipedia.org/wiki/Mus%C3%A9e_Jenisch","https://fr.wikipedia.org/wiki/Mus%C3%A9e_Jenisch_Vevey",10,"6.8453","46.4615",2020-01-13 11:52:05
"Zurich Tram Museum","Q2448500","Tram-Museum Zürich","http://www.tram-museum.ch/content.php?id=3&lang=en","http://commons.wikimedia.org/wiki/Special:FilePath/Tramdepot%20Burgwies%202011-08-10%2013-33-20%20ShiftN2.jpg","https://commons.wikimedia.org/wiki/Category:Tram-Museum_Z%C3%BCrich","https://de.wikipedia.org/wiki/Tram-Museum_Z%C3%BCrich","https://en.wikipedia.org/wiki/Z%C3%BCrich_Tram_Museum",,8,"8.571277777","47.357666666",2020-01-13 11:52:05
"Uhrensammlung Kellenberger","Q2474194",,"http://www.uhrensammlung.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Erhard%20Liechti%201572.jpg","https://de.wikipedia.org/wiki/Uhrenmuseum_Winterthur",,,,11,"8.7295","47.4992",2020-01-13 11:52:05
"Zürcher Spielzeugmuseum","Q248517","Zürcher Spielzeugmuseum","http://www.zuercher-spielzeugmuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%BCricher%20Spielzeugmuseum%201000786.jpg","da","https://commons.wikimedia.org/wiki/Category:Z%C3%BCrcher_Spielzeugmuseum","https://de.wikipedia.org/wiki/Z%C3%BCrcher_Spielzeugmuseum",,6,"8.53978","47.3731",2020-01-13 11:52:05
"Museum d'Engiadina bassa","Q2497442","La Clostra, Scuol","http://www.museumscuol.ch/index.php/de/","http://commons.wikimedia.org/wiki/Special:FilePath/Scuol%20Museum%20Engiadina%20Bassa%201.jpg","https://commons.wikimedia.org/wiki/Category:La_Clostra,_Scuol","https://de.wikipedia.org/wiki/Unterengadiner_Museum",,,2,"10.299661111","46.795197222",2020-01-13 11:52:05
"Sauriermuseum Frick","Q25163307","Sauriermuseum Frick","http://www.sauriermuseum-frick.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Aussenansicht%20Sauriermuseum%20Frick.jpg","https://commons.wikimedia.org/wiki/Category:Sauriermuseum_Frick","https://de.wikipedia.org/wiki/Sauriermuseum_Frick",,,3,"8.0185","47.50537",2020-01-13 11:52:05
"Haus Konstruktiv","Q252513","Haus Konstruktiv Zürich","http://www.hauskonstruktiv.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%B6rse%20%26%20EWZ%20Unterwerk%20Selnau%20%28Haus%20Konstruktiv%29%20-%20Sihlbr%C3%BCcke%202011-08-13%2019-58-22%20ShiftN.jpg","https://commons.wikimedia.org/wiki/Category:Haus_Konstruktiv_Z%C3%BCrich","https://de.wikipedia.org/wiki/Haus_Konstruktiv","https://en.wikipedia.org/wiki/Haus_Konstruktiv","https://fr.wikipedia.org/wiki/Haus_Konstruktiv",11,"8.5322","47.3724",2020-01-13 11:52:05
"Vindonissa-Museum","Q2527007","Vindonissa-Museum","http://www.vindonissa.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Brugg-Vindonissa-Museum.jpg","https://commons.wikimedia.org/wiki/Category:Vindonissa-Museum","https://de.wikipedia.org/wiki/Vindonissa-Museum",,,13,"8.205668371","47.48434266",2020-01-13 11:52:05
"Ethnographic Museum of the University of Zurich","Q2536345","Völkerkundemuseum Zürich","http://www.musethno.uzh.ch/index.html","http://commons.wikimedia.org/wiki/Special:FilePath/Alter%20Botanischer%20Garten%20Z%C3%BCrich%20-%20V%C3%B6lkerkundemuseum%202012-10-22%2015-24-07.jpg","https://commons.wikimedia.org/wiki/Category:V%C3%B6lkerkundemuseum_Z%C3%BCrich","https://de.wikipedia.org/wiki/V%C3%B6lkerkundemuseum_der_Universit%C3%A4t_Z%C3%BCrich","https://en.wikipedia.org/wiki/Ethnographic_Museum_of_the_University_of_Zurich","https://fr.wikipedia.org/wiki/Mus%C3%A9e_ethnographique_de_l%27Universit%C3%A9_de_Zurich",5,"8.534322222","47.370811111",2020-01-13 11:52:05
"Schweizer Kindermuseum","Q25388634",,"http://www.kindermuseum.ch",,"https://de.wikipedia.org/wiki/Schweizer_Kindermuseum",,,,4,"8.30777","47.46967",2020-01-13 11:52:05
"Museo di Val Verzasca","Q25399919","Museo di Val Verzasca","http://www.museovalverzasca.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Sognono%20Haus%20TI.jpg","https://commons.wikimedia.org/wiki/Category:Museo_di_Val_Verzasca","https://it.wikipedia.org/wiki/Museo_di_Val_Verzasca",,,11,"8.78653","46.35017",2020-01-13 11:52:05
"Museum of Radio","Q25399921","Museo della Radio Monte Ceneri","https://www.museums.ch/org/it/Museo-della-Radio","http://commons.wikimedia.org/wiki/Special:FilePath/Museo%20radio%2031%20aug%2022.jpg","https://commons.wikimedia.org/wiki/Category:Museo_della_Radio_Monte_Ceneri","https://it.wikipedia.org/wiki/Museo_della_radio",,,1,"8.91674","46.14018",2020-01-13 11:52:05
"Wertpapierwelt","Q2563591",,"http://www.finanzmuseum.ch/",,"https://de.wikipedia.org/wiki/Wertpapierwelt",,,,11,"8.50683","47.3915",2020-01-13 11:52:05
"Musée du Petit Palais","Q25917792","Musée du Petit Palais (Geneva)",,"http://commons.wikimedia.org/wiki/Special:FilePath/Gen%C3%A8ve-Mus%C3%A9e%20du%20Petit%20Palais%20%282%29.jpg","https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_du_Petit_Palais_(Geneva)","https://fr.wikipedia.org/wiki/Petit_Palais_(Gen%C3%A8ve)","https://it.wikipedia.org/wiki/Museo_del_Petit_Palais_di_Ginevra","ru",8,"6.1509","46.1977",2020-01-13 11:52:05
"HR Giger Museum","Q26208486",,"http://www.hrgigermuseum.com/","http://commons.wikimedia.org/wiki/Special:FilePath/HR%20Giger%20Museum%20%28mars%202013%29.JPG","https://de.wikipedia.org/wiki/HR_Giger_Museum","https://fr.wikipedia.org/wiki/Mus%C3%A9e_HR_Giger",,,4,"7.082362","46.584094",2020-01-13 11:52:05
"Vitromuseum Romont","Q26257853",,"http://www.vitromusee.ch",,"https://fr.wikipedia.org/wiki/Vitromus%C3%A9e",,,,0,"6.91871","46.6946",2020-01-13 11:52:05
"frog museum","Q26386803","Frog museum","http://www.museedesgrenouilles.ch","http://commons.wikimedia.org/wiki/Special:FilePath/2015-Estavayer-Musee.jpg","https://commons.wikimedia.org/wiki/Category:Frog_museum","https://de.wikipedia.org/wiki/Fr%C3%B6schemuseum",,,1,"6.84833","46.84861",2020-01-13 11:52:05
"Sperrstelle Bözberg","Q26836735",,,,"https://de.wikipedia.org/wiki/Sperrstelle_B%C3%B6zberg",,,,3,"8.0939","47.4574",2020-01-13 11:52:05
"Sperrlinie Etzel","Q26836743","Sperrlinie Etzel",,,"https://commons.wikimedia.org/wiki/Category:Sperrlinie_Etzel","https://de.wikipedia.org/wiki/Sperrstelle_Etzel",,,2,"8.779102","47.174141",2020-01-13 11:52:05
"Agrotechnorama","Q27037504",,"http://www.agrotechnorama.ch",,,,,,3,"8.90669","47.479915",2020-01-13 11:52:05
"Stadtmuseum Aarau","Q27478171",,"http://www.museumaarau.ch",,,,,,7,"8.0452584","47.3944147",2020-01-13 11:52:05
"Heimatmuseum Aesch","Q27478252",,"http://www.heimatmuseum-aesch.ch",,,,,,2,"7.5986","47.46583",2020-01-13 11:52:05
"Eisenbahnmuseum Lugano-Ponte Tresa","Q27478267",,"http://flpsa.ch/museo/",,,,,,6,"8.85854","45.96791",2020-01-13 11:52:05
"Museo Plebano","Q27478270",,"http://www.museoplebano.ch/",,,,,,11,"8.89755","45.99764",2020-01-13 11:52:05
"Museum der Rebberge und des Weins (Aigle)","Q27478278",,"http://www.museeduvin.ch",,,,,,5,"6.97626","46.31499",2020-01-13 11:52:05
"Sasso San Gottardo","Q27478283",,"http://www.sasso-sangottardo.ch",,,,,,2,"8.56667","46.55884",2020-01-13 11:52:05
"Saint Gotthard national museum","Q27478285","Saint Gotthard national museum","http://www.passosangottardo.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Gotthardmuseum.JPG","https://commons.wikimedia.org/wiki/Category:Saint_Gotthard_national_museum",,,,11,"8.56676","46.55526",2020-01-13 11:52:05
"Schweizerisches Agrarmuseum Burgrain","Q27478286","Museum für Landwirtschaft und Agrartechnik","http://www.agrovision.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Alberswil-Agrarmuseum-3.jpg","https://commons.wikimedia.org/wiki/Category:Museum_f%C3%BCr_Landwirtschaft_und_Agrartechnik",,,,10,"7.999864","47.143204",2020-01-13 11:52:05
"Archiv Burgrain","Q27478289",,"http://www.museumburgrain.ch",,,,,,7,"8.0010662","47.1505165",2020-01-13 11:52:05
"Heimatmuseum Allschwil","Q27478291",,"http://www.heimatmuseum-allschwil.ch",,,,,,5,"7.53904","47.55166",2020-01-13 11:52:05
"Historisches Museum","Q27479447","Historisches Museum Uri","http://www.hvu.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Historisches%20Museum%20Uri.JPG","https://commons.wikimedia.org/wiki/Category:Historisches_Museum_Uri",,,,8,"8.644968","46.877835",2020-01-13 11:52:05
"Kirchenschatz-Museum St. Martin (Altdorf)","Q27479449",,"http://www.museen-uri.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Kirchenschatz.jpg",,,,,4,"8.641735","46.882871",2020-01-13 11:52:05
"Historisches Museum Prestegg","Q27479450",,"http://www.museum-altstaetten.ch",,,,,,10,"9.538426","47.377782",2020-01-13 11:52:05
"Kutschensammlung","Q27479459",,"http://www.amriswil.ch",,,,,,6,"9.297603","47.542894",2020-01-13 11:52:05
"Historisches Museum Schloss Arbon","Q27479514",,"http://museum-arbon.ch",,,,,,10,"9.43715","47.51573",2020-01-13 11:52:05
"Local museum Trotte","Q27479535","Local museum Trotte","http://www.trotte-arlesheim.ch","http://commons.wikimedia.org/wiki/Special:FilePath/B-Arlesheim-Trotte.jpg","https://commons.wikimedia.org/wiki/Category:Local_museum_Trotte",,,,11,"7.62157","47.49365",2020-01-13 11:52:05
"Landslide museum","Q27479538","Goldauer Bergsturz","http://www.bergsturz.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Goldau%20Bergsturzmuseum.jpg",,,,,10,"8.55351","47.05145",2020-01-13 11:52:05
"Museumskomplex Monte Verità","Q27479540","Albergo, parco, case e percorso museale Monte Verità","http://www.monteverita.org","http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20Selma.jpg","https://commons.wikimedia.org/wiki/Category:Albergo,_parco,_case_e_percorso_museale_Monte_Verit%C3%A0",,,,3,"8.76286","46.15854",2020-01-13 11:52:05
"Museum Castello San Materno","Q27479546","Museo Castello San Materno","http://museoascona.ch/it/mcsm","http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%20of%20Museo%20Castello%20San%20Materno.jpg","https://commons.wikimedia.org/wiki/Category:Museo_Castello_San_Materno","https://de.wikipedia.org/wiki/Museo_Castello_San_Materno",,,13,"8.77449","46.16121",2020-01-13 11:52:05
"Museum San Sebastiano","Q27479558",,,,,,,,10,"8.7698709","46.1545786",2020-01-13 11:52:05
"Museum Epper","Q27479559","Museo Epper","http://www.museo-epper.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Ascona%20musee%20Epper%202011-07-10%2015%2047%2020%20PICT3259.JPG","https://commons.wikimedia.org/wiki/Category:Museo_Epper",,,,4,"8.77345","46.15092",2020-01-13 11:52:05
"Musée de l'histoire estudiantine Assens","Q27479561",,"http://www.musee-assens.ch",,,,,,11,"6.6258565","46.612965",2020-01-13 11:52:05
"Weinbaumuseum am Zürichsee","Q27479570",,"http://www.weinbaumuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Au%20Halbinsel%20IMG%206297%20ShiftN.jpg",,,,,8,"8.649430555","47.247530555",2020-01-13 11:52:05
